,country,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations,vaccines,cumulative_total_cases,daily_new_cases,active_cases,cumulative_total_deaths,daily_new_deaths
2806,Romania,2021-02-02,748732.0,610383.0,138349.0,31479.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",732732.0,2676.0,35746.0,18513.0,111.0
2807,Romania,2021-02-03,772202.0,620176.0,152026.0,28785.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",735484.0,2752.0,35613.0,18600.0,87.0
2808,Romania,2021-02-04,794795.0,629279.0,165516.0,26486.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",738152.0,2668.0,35382.0,18675.0,75.0
2809,Romania,2021-02-05,821552.0,638886.0,182666.0,24936.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",740732.0,2580.0,35292.0,18748.0,73.0
2810,Romania,2021-02-06,840812.0,647690.0,193122.0,24059.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",743343.0,2611.0,35060.0,18809.0,61.0
2811,Romania,2021-02-07,856322.0,656177.0,200145.0,23558.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",745318.0,1975.0,35060.0,18881.0,72.0
2812,Romania,2021-02-08,891348.0,661062.0,230286.0,24309.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",746637.0,1319.0,34995.0,18961.0,80.0
2813,Romania,2021-02-09,930155.0,666942.0,263213.0,25918.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",749434.0,2797.0,34980.0,19056.0,95.0
2814,Romania,2021-02-10,970967.0,671448.0,299519.0,28395.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",752482.0,3048.0,34813.0,19135.0,79.0
2815,Romania,2021-02-11,1009422.0,675234.0,334188.0,30661.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",755126.0,2644.0,34643.0,19200.0,65.0
2816,Romania,2021-02-12,1048798.0,679333.0,369465.0,32464.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",757676.0,2550.0,34433.0,19277.0,77.0
2817,Romania,2021-02-13,1084096.0,683346.0,400750.0,34755.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",760091.0,2415.0,34372.0,19325.0,48.0
2818,Romania,2021-02-14,1113975.0,686634.0,427341.0,36808.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",761963.0,1872.0,34446.0,19366.0,41.0
2819,Romania,2021-02-15,1151112.0,696943.0,454169.0,37109.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",763294.0,1331.0,34329.0,19445.0,79.0
2820,Romania,2021-02-16,1197089.0,715748.0,481341.0,38133.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",765970.0,2676.0,34467.0,19526.0,81.0
2821,Romania,2021-02-17,1240408.0,734928.0,505480.0,38492.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",768785.0,2815.0,34488.0,19588.0,62.0
2822,Romania,2021-02-18,1280228.0,753753.0,526476.0,38687.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",771843.0,3058.0,35005.0,19659.0,71.0
2823,Romania,2021-02-19,1318356.0,771240.0,547116.0,38508.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",774555.0,2712.0,35124.0,19738.0,79.0
2824,Romania,2021-02-20,1351280.0,788508.0,562772.0,38169.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",777276.0,2721.0,34997.0,19795.0,57.0
2825,Romania,2021-02-21,1379224.0,803098.0,576126.0,37893.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",779695.0,2419.0,35515.0,19847.0,52.0
2826,Romania,2021-02-22,1409088.0,819447.0,589641.0,36854.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",781329.0,1634.0,35909.0,19894.0,47.0
2827,Romania,2021-02-23,1438433.0,836860.0,601573.0,34478.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",784711.0,3382.0,36446.0,20013.0,119.0
2828,Romania,2021-02-24,1466650.0,855097.0,611553.0,32320.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",788048.0,3337.0,36913.0,20086.0,73.0
2829,Romania,2021-02-25,1486908.0,872361.0,614547.0,29526.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",791971.0,3923.0,38188.0,20167.0,81.0
2830,Romania,2021-02-26,1506033.0,890068.0,615965.0,26811.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",795732.0,3761.0,39479.0,20233.0,66.0
3461,United Kingdom,2021-01-03,1401324.0,1379391.0,21933.0,56740.0,"Oxford/AstraZeneca, Pfizer/BioNTech",2654779.0,54990.0,1299425.0,75024.0,454.0
3468,United Kingdom,2021-01-10,2677971.0,2286572.0,391399.0,182378.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3072349.0,54940.0,1583951.0,81431.0,563.0
3469,United Kingdom,2021-01-11,2843815.0,2431648.0,412167.0,180016.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3118518.0,46169.0,1629591.0,81960.0,529.0
3470,United Kingdom,2021-01-12,3067541.0,2639309.0,428232.0,185923.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3164051.0,45533.0,1673881.0,83203.0,1243.0
3471,United Kingdom,2021-01-13,3356229.0,2918252.0,437977.0,201110.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3211576.0,47525.0,1719842.0,84767.0,1564.0
3472,United Kingdom,2021-01-14,3678180.0,3234946.0,443234.0,221049.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3260258.0,48682.0,1767276.0,86015.0,1248.0
3473,United Kingdom,2021-01-15,4023705.0,3576263.0,447442.0,244356.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3316015.0,55757.0,1725066.0,87295.0,1280.0
3474,United Kingdom,2021-01-16,4322456.0,3872394.0,450062.0,260980.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3357361.0,41346.0,1749665.0,88590.0,1295.0
3475,United Kingdom,2021-01-17,4514802.0,4062501.0,452301.0,262404.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3395959.0,38598.0,1771962.0,89261.0,671.0
3476,United Kingdom,2021-01-18,4723443.0,4266577.0,456866.0,268518.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3433494.0,37535.0,1797059.0,89860.0,599.0
3477,United Kingdom,2021-01-19,5070365.0,4609740.0,460625.0,286118.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3466849.0,33355.0,1816876.0,91470.0,1610.0
3478,United Kingdom,2021-01-20,5437284.0,4973248.0,464036.0,297294.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3505754.0,38905.0,1840945.0,93290.0,1820.0
3479,United Kingdom,2021-01-21,5849899.0,5383103.0,466796.0,310246.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3543646.0,37892.0,1862359.0,94580.0,1290.0
3480,United Kingdom,2021-01-22,6329968.0,5861351.0,468617.0,329466.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3583907.0,40261.0,1887304.0,95981.0,1401.0
3481,United Kingdom,2021-01-23,6822981.0,6353321.0,469660.0,357218.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3617459.0,33552.0,1903823.0,97329.0,1348.0
3482,United Kingdom,2021-01-24,7044048.0,6573570.0,470478.0,361321.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3647463.0,30004.0,1918124.0,97939.0,610.0
3483,United Kingdom,2021-01-25,7325773.0,6853327.0,472446.0,371761.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3669657.0,22194.0,1922908.0,98531.0,592.0
3484,United Kingdom,2021-01-26,7638543.0,7164387.0,474156.0,366883.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3689746.0,20089.0,1927100.0,100162.0,1631.0
3485,United Kingdom,2021-01-27,7953250.0,7476765.0,476485.0,359424.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3715054.0,25308.0,1939231.0,101887.0,1725.0
3486,United Kingdom,2021-01-28,8369438.0,7891184.0,478254.0,359934.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3743734.0,28680.0,1966672.0,103126.0,1239.0
3487,United Kingdom,2021-01-29,8859372.0,8378940.0,480432.0,361343.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3772813.0,29079.0,1994506.0,104371.0,1245.0
3488,United Kingdom,2021-01-30,9468382.0,8977329.0,491053.0,377914.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3796088.0,23275.0,2016581.0,105571.0,1200.0
3489,United Kingdom,2021-01-31,9790576.0,9296367.0,494209.0,392361.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3817176.0,21088.0,2037082.0,106158.0,587.0
3490,United Kingdom,2021-02-01,10143511.0,9646715.0,496796.0,402534.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3835783.0,18607.0,1961247.0,106564.0,406.0
3491,United Kingdom,2021-02-02,10520433.0,10021471.0,498962.0,411699.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3852623.0,16840.0,1956904.0,108013.0,1449.0
3492,United Kingdom,2021-02-03,10992444.0,10490487.0,501957.0,434171.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3871825.0,19202.0,1957577.0,109335.0,1322.0
3493,United Kingdom,2021-02-04,11477040.0,10971047.0,505993.0,443943.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3892459.0,20634.0,1953699.0,110250.0,915.0
3494,United Kingdom,2021-02-05,11975267.0,11465210.0,510057.0,445128.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3911573.0,19114.0,1937664.0,111264.0,1014.0
3495,United Kingdom,2021-02-06,12526737.0,12015018.0,511719.0,436908.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3929835.0,18262.0,1927871.0,112092.0,828.0
3496,United Kingdom,2021-02-07,12806587.0,12294006.0,512581.0,430859.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3945680.0,15845.0,1917586.0,112465.0,373.0
3497,United Kingdom,2021-02-08,13162878.0,12646486.0,516392.0,431338.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3959784.0,14104.0,1896100.0,112798.0,333.0
3498,United Kingdom,2021-02-09,13577851.0,13058298.0,519553.0,436774.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3972148.0,12364.0,1874648.0,113850.0,1052.0
3499,United Kingdom,2021-02-10,14033555.0,13509108.0,524447.0,434444.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3985161.0,13013.0,1851466.0,114851.0,1001.0
3500,United Kingdom,2021-02-11,14542318.0,14012224.0,530094.0,437897.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3998655.0,13494.0,1826865.0,115529.0,678.0
3501,United Kingdom,2021-02-12,15091696.0,14556827.0,534869.0,445204.0,"Oxford/AstraZeneca, Pfizer/BioNTech",4013798.0,15143.0,1803504.0,116287.0,758.0
3502,United Kingdom,2021-02-13,15599904.0,15062189.0,537715.0,439024.0,"Oxford/AstraZeneca, Pfizer/BioNTech",4027106.0,13308.0,1784867.0,116908.0,621.0
3503,United Kingdom,2021-02-14,15839781.0,15300151.0,539630.0,433313.0,"Oxford/AstraZeneca, Pfizer/BioNTech",4038078.0,10972.0,1760397.0,117166.0,258.0
3504,United Kingdom,2021-02-15,16122272.0,15576107.0,546165.0,422771.0,"Oxford/AstraZeneca, Pfizer/BioNTech",4047843.0,9765.0,1740041.0,117396.0,230.0
3505,United Kingdom,2021-02-16,16499549.0,15940972.0,558577.0,417385.0,"Oxford/AstraZeneca, Pfizer/BioNTech",4058467.0,10624.0,1709073.0,118195.0,799.0
3506,United Kingdom,2021-02-17,16996806.0,16423082.0,573724.0,423322.0,"Oxford/AstraZeneca, Pfizer/BioNTech",4071185.0,12718.0,1669549.0,118933.0,738.0
3507,United Kingdom,2021-02-18,17465127.0,16875536.0,589591.0,417544.0,"Oxford/AstraZeneca, Pfizer/BioNTech",4083242.0,12057.0,1632854.0,119387.0,454.0
3508,United Kingdom,2021-02-19,17852327.0,17247442.0,604885.0,394376.0,"Oxford/AstraZeneca, Pfizer/BioNTech",4095269.0,12027.0,1589695.0,119920.0,533.0
3509,United Kingdom,2021-02-20,18197269.0,17582121.0,615148.0,371052.0,"Oxford/AstraZeneca, Pfizer/BioNTech",4105675.0,10406.0,1547617.0,120365.0,445.0
3510,United Kingdom,2021-02-21,18348165.0,17723840.0,624325.0,358341.0,"Oxford/AstraZeneca, Pfizer/BioNTech",4115509.0,9834.0,1500712.0,120579.0,214.0
3511,United Kingdom,2021-02-22,18558969.0,17916181.0,642788.0,348100.0,"Oxford/AstraZeneca, Pfizer/BioNTech",4126150.0,10641.0,1456772.0,120757.0,178.0
3512,United Kingdom,2021-02-23,18911978.0,18242873.0,669105.0,344633.0,"Oxford/AstraZeneca, Pfizer/BioNTech",4134639.0,8489.0,1406335.0,121305.0,548.0
3513,United Kingdom,2021-02-24,19392553.0,18691835.0,700718.0,342250.0,"Oxford/AstraZeneca, Pfizer/BioNTech",4144577.0,9938.0,1356364.0,121747.0,442.0
3514,United Kingdom,2021-02-25,19913592.0,19177555.0,736037.0,349781.0,"Oxford/AstraZeneca, Pfizer/BioNTech",4154562.0,9985.0,1305026.0,122070.0,323.0
3515,United Kingdom,2021-02-26,20450858.0,19682048.0,768810.0,371219.0,"Oxford/AstraZeneca, Pfizer/BioNTech",4163085.0,8523.0,1261501.0,122415.0,345.0
3528,United States,2021-01-14,11148991.0,9690757.0,1342086.0,747082.0,"Moderna, Pfizer/BioNTech",23876170.0,235423.0,9359732.0,404376.0,4162.0
3529,United States,2021-01-15,12279180.0,10595866.0,1610524.0,798707.0,"Moderna, Pfizer/BioNTech",24125586.0,249416.0,9488068.0,408230.0,3854.0
3533,United States,2021-01-19,15707588.0,13595803.0,2023124.0,911493.0,"Moderna, Pfizer/BioNTech",24836170.0,175815.0,9631393.0,417974.0,2845.0
3534,United States,2021-01-20,16525281.0,14270441.0,2161419.0,892403.0,"Moderna, Pfizer/BioNTech",25027259.0,191089.0,9631394.0,422388.0,4414.0
3535,United States,2021-01-21,17546374.0,15053257.0,2394961.0,913912.0,"Moderna, Pfizer/BioNTech",25222483.0,195224.0,9693852.0,426786.0,4398.0
3536,United States,2021-01-22,19107959.0,16243093.0,2756953.0,975540.0,"Moderna, Pfizer/BioNTech",25418601.0,196118.0,9764521.0,430725.0,3939.0
3537,United States,2021-01-23,20537990.0,17390345.0,3027865.0,1057387.0,"Moderna, Pfizer/BioNTech",25593075.0,174474.0,9827868.0,434181.0,3456.0
3538,United States,2021-01-24,21848655.0,18502131.0,3216836.0,1122182.0,"Moderna, Pfizer/BioNTech",25736322.0,143247.0,9890474.0,436055.0,1874.0
3539,United States,2021-01-25,22734243.0,19252279.0,3346390.0,1126251.0,"Moderna, Pfizer/BioNTech",25888923.0,152601.0,9833629.0,437990.0,1935.0
3540,United States,2021-01-26,23540994.0,19902237.0,3481921.0,1119058.0,"Moderna, Pfizer/BioNTech",26042051.0,153128.0,9831765.0,442210.0,4220.0
3541,United States,2021-01-27,24652634.0,20687970.0,3801053.0,1161050.0,"Moderna, Pfizer/BioNTech",26203374.0,161323.0,9813878.0,446486.0,4276.0
3542,United States,2021-01-28,26193682.0,21698606.0,4263056.0,1235330.0,"Moderna, Pfizer/BioNTech",26369308.0,165934.0,9847745.0,450449.0,3963.0
3543,United States,2021-01-29,27884661.0,22858318.0,4780888.0,1253815.0,"Moderna, Pfizer/BioNTech",26541641.0,172333.0,9886513.0,454157.0,3708.0
3544,United States,2021-01-30,29577902.0,24064165.0,5259693.0,1291416.0,"Moderna, Pfizer/BioNTech",26687904.0,146263.0,9901153.0,457084.0,2927.0
3545,United States,2021-01-31,31123299.0,25201143.0,5657142.0,1324949.0,"Moderna, Pfizer/BioNTech",26799426.0,111522.0,9934401.0,459005.0,1921.0
3546,United States,2021-02-01,32222402.0,26023153.0,5927847.0,1355451.0,"Moderna, Pfizer/BioNTech",26927681.0,128255.0,9836773.0,460934.0,1929.0
3547,United States,2021-02-02,32780860.0,26440836.0,6064792.0,1319981.0,"Moderna, Pfizer/BioNTech",27043865.0,116184.0,9827199.0,464659.0,3725.0
3548,United States,2021-02-03,33878254.0,27154956.0,6436931.0,1317946.0,"Moderna, Pfizer/BioNTech",27158898.0,115033.0,9782505.0,468702.0,4043.0
3549,United States,2021-02-04,35203710.0,27905197.0,6926050.0,1287147.0,"Moderna, Pfizer/BioNTech",27285942.0,127044.0,9780057.0,472372.0,3670.0
3550,United States,2021-02-05,36819212.0,28909497.0,7503864.0,1276364.0,"Moderna, Pfizer/BioNTech",27420474.0,134532.0,9796800.0,476038.0,3666.0
3551,United States,2021-02-06,39037964.0,30250964.0,8317180.0,1351437.0,"Moderna, Pfizer/BioNTech",27529589.0,109115.0,9769954.0,478838.0,2800.0
3552,United States,2021-02-07,41210937.0,31579100.0,9147185.0,1441091.0,"Moderna, Pfizer/BioNTech",27621134.0,91545.0,9785916.0,480158.0,1320.0
3553,United States,2021-02-08,42417617.0,32340146.0,9518015.0,1456459.0,"Moderna, Pfizer/BioNTech",27716113.0,94979.0,9721642.0,481739.0,1581.0
3554,United States,2021-02-09,43206190.0,32867213.0,9840429.0,1489333.0,"Moderna, Pfizer/BioNTech",27815647.0,99534.0,9691384.0,485004.0,3265.0
3555,United States,2021-02-10,44769970.0,33783384.0,10469514.0,1555959.0,"Moderna, Pfizer/BioNTech",27915241.0,99594.0,9599570.0,488436.0,3432.0
3556,United States,2021-02-11,46390270.0,34723964.0,11188782.0,1598080.0,"Moderna, Pfizer/BioNTech",28024568.0,109327.0,9601591.0,491689.0,3253.0
3557,United States,2021-02-12,48410558.0,35834855.0,12085830.0,1655907.0,"Moderna, Pfizer/BioNTech",28130496.0,105928.0,9582997.0,494737.0,3048.0
3558,United States,2021-02-13,50641884.0,37056122.0,13082172.0,1657703.0,"Moderna, Pfizer/BioNTech",28218239.0,87743.0,9564849.0,497047.0,2310.0
3559,United States,2021-02-14,52884356.0,38292270.0,14077440.0,1667631.0,"Moderna, Pfizer/BioNTech",28285030.0,66791.0,9559505.0,498165.0,1118.0
3561,United States,2021-02-16,55220364.0,39670551.0,15015434.0,1716311.0,"Moderna, Pfizer/BioNTech",28408569.0,66327.0,9427754.0,500915.0,1811.0
3562,United States,2021-02-17,56281827.0,40268009.0,15471536.0,1644551.0,"Moderna, Pfizer/BioNTech",28482518.0,73949.0,9382655.0,503451.0,2536.0
3563,United States,2021-02-18,57737767.0,41021049.0,16162358.0,1621071.0,"Moderna, Pfizer/BioNTech",28555018.0,72500.0,9345493.0,506210.0,2759.0
3564,United States,2021-02-19,59585043.0,41977401.0,17039118.0,1596355.0,"Moderna, Pfizer/BioNTech",28639562.0,84544.0,9327097.0,508855.0,2645.0
3565,United States,2021-02-20,61289500.0,42809595.0,17895667.0,1521088.0,"Moderna, Pfizer/BioNTech",28711278.0,71716.0,9292768.0,510778.0,1923.0
3566,United States,2021-02-21,63090634.0,43628092.0,18865319.0,1458040.0,"Moderna, Pfizer/BioNTech",28769708.0,58430.0,9284559.0,512016.0,1238.0
3567,United States,2021-02-22,64177474.0,44138118.0,19438495.0,1446445.0,"Moderna, Pfizer/BioNTech",28829332.0,59624.0,9201798.0,513394.0,1378.0
3568,United States,2021-02-23,65032083.0,44544969.0,19882544.0,1401674.0,"Moderna, Pfizer/BioNTech",28902002.0,72670.0,9160072.0,515838.0,2444.0
3569,United States,2021-02-24,66464947.0,45237143.0,20607261.0,1454731.0,"Moderna, Pfizer/BioNTech",28977573.0,75571.0,9118705.0,518371.0,2533.0
3570,United States,2021-02-25,68274117.0,46074392.0,21555117.0,1505193.0,"Moderna, Pfizer/BioNTech",29056287.0,78714.0,9094502.0,520836.0,2465.0
3571,United States,2021-02-26,70454064.0,47184199.0,22613359.0,1552717.0,"Moderna, Pfizer/BioNTech",29136912.0,80625.0,9079762.0,523082.0,2246.0
